P7,79.18137153138191,16.668742647567644,4.230849076188499,0
P6,80.84561622033077,9.617327520586812,9.71005466749706,0
P5,69.00906511660094,23.812192927825066,7.351740363988653,0
P4,74.07169054044704,11.312019929416651,11.083662030309322,3.840564666805066
P3,45.69303162410907,45.57470071275345,8.794547090166771,0
P2,58.048577953082834,27.37250017299841,14.549166147671441,0
P1,69.24226697114388,7.721956957995987,23.21085046017577,0
G9,83.28281779807627,16.805065393398383,0,0
G8,49.954328420178534,49.96609231195073,0,0
G7,53.191474638433334,26.820289253338874,20.084423223306345,0
G6,59.89550896131757,20.0968791087122,19.97647221645561,0
G5,49.95640440107951,22.25451525845962,16.674278596636913,11.05044633589371
G4,80.01107189813854,20.04359559892049,0,0
G3,100,0,0,0
G2,79.98062417825757,16.04456439000761,3.999723202546537,0
G1,100,0,0,0
avg,70.77274064078611,19.631902636495745,8.729110442183933,0.9306881876686735
